ward,precinct,total,No Candidate,No Candidate Percent
0512,5,12,0,0,0.0
0601,6,1,0,0,0.0
0602,6,2,0,0,0.0
0603,6,3,0,0,0.0
0604,6,4,0,0,0.0
0605,6,5,0,0,0.0
0606,6,6,0,0,0.0
0608,6,8,0,0,0.0
0610,6,10,0,0,0.0
0612,6,12,0,0,0.0
0613,6,13,0,0,0.0
0614,6,14,0,0,0.0
0615,6,15,0,0,0.0
0616,6,16,0,0,0.0
0617,6,17,0,0,0.0
0618,6,18,0,0,0.0
0619,6,19,0,0,0.0
0620,6,20,0,0,0.0
0621,6,21,0,0,0.0
0622,6,22,0,0,0.0
0625,6,25,0,0,0.0
0626,6,26,0,0,0.0
0627,6,27,0,0,0.0
0629,6,29,0,0,0.0
0630,6,30,0,0,0.0
0631,6,31,0,0,0.0
0633,6,33,0,0,0.0
0634,6,34,0,0,0.0
0635,6,35,0,0,0.0
0636,6,36,0,0,0.0
0637,6,37,0,0,0.0
0638,6,38,0,0,0.0
0639,6,39,0,0,0.0
0640,6,40,0,0,0.0
0641,6,41,0,0,0.0
0642,6,42,0,0,0.0
0643,6,43,0,0,0.0
0644,6,44,0,0,0.0
0645,6,45,0,0,0.0
0646,6,46,0,0,0.0
0647,6,47,0,0,0.0
0707,7,7,0,0,0.0
0710,7,10,0,0,0.0
0711,7,11,0,0,0.0
0712,7,12,0,0,0.0
0713,7,13,0,0,0.0
0714,7,14,0,0,0.0
0715,7,15,0,0,0.0
0716,7,16,0,0,0.0
0717,7,17,0,0,0.0
0718,7,18,0,0,0.0
0719,7,19,0,0,0.0
0720,7,20,0,0,0.0
0721,7,21,0,0,0.0
0722,7,22,0,0,0.0
0723,7,23,0,0,0.0
0724,7,24,0,0,0.0
0725,7,25,0,0,0.0
0726,7,26,0,0,0.0
0727,7,27,0,0,0.0
0728,7,28,0,0,0.0
0729,7,29,0,0,0.0
0730,7,30,0,0,0.0
0731,7,31,0,0,0.0
0732,7,32,0,0,0.0
0733,7,33,0,0,0.0
0734,7,34,0,0,0.0
0735,7,35,0,0,0.0
0736,7,36,0,0,0.0
0737,7,37,0,0,0.0
0738,7,38,0,0,0.0
0739,7,39,0,0,0.0
0740,7,40,0,0,0.0
0741,7,41,0,0,0.0
0742,7,42,0,0,0.0
0743,7,43,0,0,0.0
0744,7,44,0,0,0.0
0745,7,45,0,0,0.0
0746,7,46,0,0,0.0
0802,8,2,0,0,0.0
0803,8,3,0,0,0.0
0804,8,4,0,0,0.0
0805,8,5,0,0,0.0
0806,8,6,0,0,0.0
0807,8,7,0,0,0.0
0808,8,8,0,0,0.0
0809,8,9,0,0,0.0
0810,8,10,0,0,0.0
0811,8,11,0,0,0.0
0812,8,12,0,0,0.0
0813,8,13,0,0,0.0
0814,8,14,0,0,0.0
0815,8,15,0,0,0.0
0816,8,16,0,0,0.0
0817,8,17,0,0,0.0
0818,8,18,0,0,0.0
0819,8,19,0,0,0.0
0820,8,20,0,0,0.0
0821,8,21,0,0,0.0
0822,8,22,0,0,0.0
0823,8,23,0,0,0.0
0824,8,24,0,0,0.0
0825,8,25,0,0,0.0
0826,8,26,0,0,0.0
0827,8,27,0,0,0.0
0828,8,28,0,0,0.0
0829,8,29,0,0,0.0
0830,8,30,0,0,0.0
0831,8,31,0,0,0.0
0832,8,32,0,0,0.0
0833,8,33,0,0,0.0
0834,8,34,0,0,0.0
0835,8,35,0,0,0.0
0836,8,36,0,0,0.0
0837,8,37,0,0,0.0
0838,8,38,0,0,0.0
0839,8,39,0,0,0.0
0840,8,40,0,0,0.0
0841,8,41,0,0,0.0
0843,8,43,0,0,0.0
0844,8,44,0,0,0.0
0845,8,45,0,0,0.0
0846,8,46,0,0,0.0
0847,8,47,0,0,0.0
0848,8,48,0,0,0.0
0849,8,49,0,0,0.0
0850,8,50,0,0,0.0
0851,8,51,0,0,0.0
0852,8,52,0,0,0.0
0853,8,53,0,0,0.0
0854,8,54,0,0,0.0
0855,8,55,0,0,0.0
0856,8,56,0,0,0.0
0912,9,12,0,0,0.0
0913,9,13,0,0,0.0
0914,9,14,0,0,0.0
0923,9,23,0,0,0.0
0924,9,24,0,0,0.0
0925,9,25,0,0,0.0
0935,9,35,0,0,0.0
0936,9,36,0,0,0.0
0942,9,42,0,0,0.0
0947,9,47,0,0,0.0
0948,9,48,0,0,0.0
0949,9,49,0,0,0.0
0950,9,50,0,0,0.0
0951,9,51,0,0,0.0
1001,10,1,0,0,0.0
1002,10,2,0,0,0.0
1003,10,3,0,0,0.0
1004,10,4,0,0,0.0
1005,10,5,0,0,0.0
1006,10,6,0,0,0.0
1007,10,7,0,0,0.0
1008,10,8,0,0,0.0
1009,10,9,0,0,0.0
1010,10,10,0,0,0.0
1011,10,11,0,0,0.0
