id,ward,precinct,total,No Candidate,No Candidate Percent
4401,44,1,0,0,0.0
4402,44,2,0,0,0.0
4403,44,3,0,0,0.0
4404,44,4,0,0,0.0
4405,44,5,0,0,0.0
4406,44,6,0,0,0.0
4407,44,7,0,0,0.0
4408,44,8,0,0,0.0
4409,44,9,0,0,0.0
4410,44,10,0,0,0.0
4411,44,11,0,0,0.0
4412,44,12,0,0,0.0
4413,44,13,0,0,0.0
4414,44,14,0,0,0.0
4415,44,15,0,0,0.0
4416,44,16,0,0,0.0
4417,44,17,0,0,0.0
4418,44,18,0,0,0.0
4419,44,19,0,0,0.0
4420,44,20,0,0,0.0
4421,44,21,0,0,0.0
4422,44,22,0,0,0.0
4423,44,23,0,0,0.0
4424,44,24,0,0,0.0
4425,44,25,0,0,0.0
4426,44,26,0,0,0.0
4427,44,27,0,0,0.0
4428,44,28,0,0,0.0
4429,44,29,0,0,0.0
4430,44,30,0,0,0.0
4431,44,31,0,0,0.0
4432,44,32,0,0,0.0
4433,44,33,0,0,0.0
4434,44,34,0,0,0.0
4435,44,35,0,0,0.0
4436,44,36,0,0,0.0
4437,44,37,0,0,0.0
4438,44,38,0,0,0.0
4439,44,39,0,0,0.0
4440,44,40,0,0,0.0
4441,44,41,0,0,0.0
