id,ward,precinct,total,No Candidate,No Candidate Percent
0101,1,1,0,0,0.0
0102,1,2,0,0,0.0
0103,1,3,0,0,0.0
0104,1,4,0,0,0.0
0105,1,5,0,0,0.0
0106,1,6,0,0,0.0
0107,1,7,0,0,0.0
0108,1,8,0,0,0.0
0109,1,9,0,0,0.0
0110,1,10,0,0,0.0
0111,1,11,0,0,0.0
0112,1,12,0,0,0.0
0113,1,13,0,0,0.0
0114,1,14,0,0,0.0
0115,1,15,0,0,0.0
0116,1,16,0,0,0.0
0117,1,17,0,0,0.0
0118,1,18,0,0,0.0
0119,1,19,0,0,0.0
0120,1,20,0,0,0.0
0121,1,21,0,0,0.0
0122,1,22,0,0,0.0
0123,1,23,0,0,0.0
0124,1,24,0,0,0.0
0125,1,25,0,0,0.0
0126,1,26,0,0,0.0
0127,1,27,0,0,0.0
0128,1,28,0,0,0.0
0129,1,29,0,0,0.0
0130,1,30,0,0,0.0
0131,1,31,0,0,0.0
0132,1,32,0,0,0.0
0133,1,33,0,0,0.0
0134,1,34,0,0,0.0
0135,1,35,0,0,0.0
0136,1,36,0,0,0.0
0137,1,37,0,0,0.0
0138,1,38,0,0,0.0
0139,1,39,0,0,0.0
0140,1,40,0,0,0.0
0141,1,41,0,0,0.0
0142,1,42,0,0,0.0
0143,1,43,0,0,0.0
0144,1,44,0,0,0.0
0201,2,1,0,0,0.0
0203,2,3,0,0,0.0
0204,2,4,0,0,0.0
0205,2,5,0,0,0.0
0206,2,6,0,0,0.0
0207,2,7,0,0,0.0
0208,2,8,0,0,0.0
0214,2,14,0,0,0.0
0215,2,15,0,0,0.0
0216,2,16,0,0,0.0
0217,2,17,0,0,0.0
0220,2,20,0,0,0.0
0221,2,21,0,0,0.0
0225,2,25,0,0,0.0
2601,26,1,0,0,0.0
2602,26,2,0,0,0.0
2603,26,3,0,0,0.0
2604,26,4,0,0,0.0
2605,26,5,0,0,0.0
2606,26,6,0,0,0.0
2607,26,7,0,0,0.0
2608,26,8,0,0,0.0
2609,26,9,0,0,0.0
2610,26,10,0,0,0.0
2611,26,11,0,0,0.0
2612,26,12,0,0,0.0
2613,26,13,0,0,0.0
2614,26,14,0,0,0.0
2615,26,15,0,0,0.0
2616,26,16,0,0,0.0
2618,26,18,0,0,0.0
2619,26,19,0,0,0.0
2620,26,20,0,0,0.0
2621,26,21,0,0,0.0
2622,26,22,0,0,0.0
2623,26,23,0,0,0.0
2624,26,24,0,0,0.0
2625,26,25,0,0,0.0
2626,26,26,0,0,0.0
2627,26,27,0,0,0.0
2628,26,28,0,0,0.0
2629,26,29,0,0,0.0
2630,26,30,0,0,0.0
2631,26,31,0,0,0.0
2632,26,32,0,0,0.0
2633,26,33,0,0,0.0
2634,26,34,0,0,0.0
2635,26,35,0,0,0.0
2636,26,36,0,0,0.0
2637,26,37,0,0,0.0
2638,26,38,0,0,0.0
2639,26,39,0,0,0.0
2640,26,40,0,0,0.0
2641,26,41,0,0,0.0
2642,26,42,0,0,0.0
2643,26,43,0,0,0.0
2644,26,44,0,0,0.0
2645,26,45,0,0,0.0
2647,26,47,0,0,0.0
2648,26,48,0,0,0.0
2649,26,49,0,0,0.0
2701,27,1,0,0,0.0
2705,27,5,0,0,0.0
2707,27,7,0,0,0.0
2711,27,11,0,0,0.0
2713,27,13,0,0,0.0
2716,27,16,0,0,0.0
2724,27,24,0,0,0.0
2727,27,27,0,0,0.0
2733,27,33,0,0,0.0
2735,27,35,0,0,0.0
2740,27,40,0,0,0.0
2743,27,43,0,0,0.0
2745,27,45,0,0,0.0
3014,30,14,0,0,0.0
3019,30,19,0,0,0.0
3101,31,1,0,0,0.0
3102,31,2,0,0,0.0
3104,31,4,0,0,0.0
3105,31,5,0,0,0.0
3106,31,6,0,0,0.0
3107,31,7,0,0,0.0
3110,31,10,0,0,0.0
3113,31,13,0,0,0.0
3116,31,16,0,0,0.0
3117,31,17,0,0,0.0
3118,31,18,0,0,0.0
3120,31,20,0,0,0.0
3121,31,21,0,0,0.0
3122,31,22,0,0,0.0
3123,31,23,0,0,0.0
3124,31,24,0,0,0.0
3126,31,26,0,0,0.0
3127,31,27,0,0,0.0
3128,31,28,0,0,0.0
3129,31,29,0,0,0.0
