id,ward,precinct,total,No Candidate,No Candidate Percent
2101,21,1,0,0,0.0
2102,21,2,0,0,0.0
2103,21,3,0,0,0.0
2104,21,4,0,0,0.0
2105,21,5,0,0,0.0
2106,21,6,0,0,0.0
2107,21,7,0,0,0.0
2108,21,8,0,0,0.0
2109,21,9,0,0,0.0
2110,21,10,0,0,0.0
2111,21,11,0,0,0.0
2112,21,12,0,0,0.0
2113,21,13,0,0,0.0
2114,21,14,0,0,0.0
2115,21,15,0,0,0.0
2116,21,16,0,0,0.0
2117,21,17,0,0,0.0
2118,21,18,0,0,0.0
2119,21,19,0,0,0.0
2120,21,20,0,0,0.0
2121,21,21,0,0,0.0
2122,21,22,0,0,0.0
2123,21,23,0,0,0.0
2124,21,24,0,0,0.0
2125,21,25,0,0,0.0
2126,21,26,0,0,0.0
2127,21,27,0,0,0.0
2128,21,28,0,0,0.0
2129,21,29,0,0,0.0
2130,21,30,0,0,0.0
2131,21,31,0,0,0.0
2132,21,32,0,0,0.0
2133,21,33,0,0,0.0
2134,21,34,0,0,0.0
2135,21,35,0,0,0.0
2136,21,36,0,0,0.0
2137,21,37,0,0,0.0
2138,21,38,0,0,0.0
2139,21,39,0,0,0.0
2140,21,40,0,0,0.0
2141,21,41,0,0,0.0
2142,21,42,0,0,0.0
2143,21,43,0,0,0.0
2144,21,44,0,0,0.0
2145,21,45,0,0,0.0
2146,21,46,0,0,0.0
2147,21,47,0,0,0.0
2148,21,48,0,0,0.0
2149,21,49,0,0,0.0
2150,21,50,0,0,0.0
2151,21,51,0,0,0.0
2152,21,52,0,0,0.0
2153,21,53,0,0,0.0
2154,21,54,0,0,0.0
