id,ward,precinct,total,No Candidate,No Candidate Percent
4028,40,28,0,0,0.0
4037,40,37,0,0,0.0
4801,48,1,0,0,0.0
4802,48,2,0,0,0.0
4803,48,3,0,0,0.0
4805,48,5,0,0,0.0
4806,48,6,0,0,0.0
4807,48,7,0,0,0.0
4808,48,8,0,0,0.0
4809,48,9,0,0,0.0
4810,48,10,0,0,0.0
4811,48,11,0,0,0.0
4812,48,12,0,0,0.0
4813,48,13,0,0,0.0
4814,48,14,0,0,0.0
4815,48,15,0,0,0.0
4816,48,16,0,0,0.0
4818,48,18,0,0,0.0
4819,48,19,0,0,0.0
4820,48,20,0,0,0.0
4821,48,21,0,0,0.0
4822,48,22,0,0,0.0
4825,48,25,0,0,0.0
4826,48,26,0,0,0.0
4827,48,27,0,0,0.0
4828,48,28,0,0,0.0
4829,48,29,0,0,0.0
4830,48,30,0,0,0.0
4831,48,31,0,0,0.0
4832,48,32,0,0,0.0
4833,48,33,0,0,0.0
4834,48,34,0,0,0.0
4836,48,36,0,0,0.0
4837,48,37,0,0,0.0
4838,48,38,0,0,0.0
4839,48,39,0,0,0.0
4840,48,40,0,0,0.0
4841,48,41,0,0,0.0
4842,48,42,0,0,0.0
4843,48,43,0,0,0.0
4844,48,44,0,0,0.0
4845,48,45,0,0,0.0
4846,48,46,0,0,0.0
4901,49,1,0,0,0.0
4902,49,2,0,0,0.0
4903,49,3,0,0,0.0
4904,49,4,0,0,0.0
4905,49,5,0,0,0.0
4906,49,6,0,0,0.0
4907,49,7,0,0,0.0
4908,49,8,0,0,0.0
4909,49,9,0,0,0.0
4910,49,10,0,0,0.0
4911,49,11,0,0,0.0
4912,49,12,0,0,0.0
4913,49,13,0,0,0.0
4914,49,14,0,0,0.0
4915,49,15,0,0,0.0
4916,49,16,0,0,0.0
4917,49,17,0,0,0.0
4918,49,18,0,0,0.0
4919,49,19,0,0,0.0
4920,49,20,0,0,0.0
4921,49,21,0,0,0.0
4922,49,22,0,0,0.0
4923,49,23,0,0,0.0
4924,49,24,0,0,0.0
4925,49,25,0,0,0.0
4926,49,26,0,0,0.0
4927,49,27,0,0,0.0
4928,49,28,0,0,0.0
4929,49,29,0,0,0.0
4930,49,30,0,0,0.0
4931,49,31,0,0,0.0
4932,49,32,0,0,0.0
4933,49,33,0,0,0.0
5008,50,8,0,0,0.0
5028,50,28,0,0,0.0
