id,ward,precinct,total,No Candidate,No Candidate Percent
4201,42,1,0,0,0.0
4202,42,2,0,0,0.0
4203,42,3,0,0,0.0
4204,42,4,0,0,0.0
4205,42,5,0,0,0.0
4206,42,6,0,0,0.0
4207,42,7,0,0,0.0
4208,42,8,0,0,0.0
4209,42,9,0,0,0.0
4210,42,10,0,0,0.0
4211,42,11,0,0,0.0
4212,42,12,0,0,0.0
4213,42,13,0,0,0.0
4214,42,14,0,0,0.0
4215,42,15,0,0,0.0
4216,42,16,0,0,0.0
4217,42,17,0,0,0.0
4218,42,18,0,0,0.0
4219,42,19,0,0,0.0
4220,42,20,0,0,0.0
4221,42,21,0,0,0.0
4222,42,22,0,0,0.0
4223,42,23,0,0,0.0
4224,42,24,0,0,0.0
4225,42,25,0,0,0.0
4226,42,26,0,0,0.0
4227,42,27,0,0,0.0
4228,42,28,0,0,0.0
4229,42,29,0,0,0.0
4230,42,30,0,0,0.0
4231,42,31,0,0,0.0
4232,42,32,0,0,0.0
4233,42,33,0,0,0.0
4234,42,34,0,0,0.0
4235,42,35,0,0,0.0
4236,42,36,0,0,0.0
4237,42,37,0,0,0.0
4238,42,38,0,0,0.0
4239,42,39,0,0,0.0
4240,42,40,0,0,0.0
4241,42,41,0,0,0.0
4242,42,42,0,0,0.0
