ward,precinct,total,No Candidate,No Candidate Percent
0328,3,28,0,0,0.0
1101,11,1,0,0,0.0
1102,11,2,0,0,0.0
1103,11,3,0,0,0.0
1104,11,4,0,0,0.0
1105,11,5,0,0,0.0
1107,11,7,0,0,0.0
1108,11,8,0,0,0.0
1109,11,9,0,0,0.0
1110,11,10,0,0,0.0
1111,11,11,0,0,0.0
1117,11,17,0,0,0.0
1119,11,19,0,0,0.0
1121,11,21,0,0,0.0
1122,11,22,0,0,0.0
1124,11,24,0,0,0.0
1125,11,25,0,0,0.0
1126,11,26,0,0,0.0
1129,11,29,0,0,0.0
1131,11,31,0,0,0.0
1133,11,33,0,0,0.0
1137,11,37,0,0,0.0
1138,11,38,0,0,0.0
1201,12,1,0,0,0.0
1202,12,2,0,0,0.0
1203,12,3,0,0,0.0
1204,12,4,0,0,0.0
1205,12,5,0,0,0.0
1206,12,6,0,0,0.0
1207,12,7,0,0,0.0
1208,12,8,0,0,0.0
1209,12,9,0,0,0.0
1210,12,10,0,0,0.0
1211,12,11,0,0,0.0
1212,12,12,0,0,0.0
1213,12,13,0,0,0.0
1214,12,14,0,0,0.0
1215,12,15,0,0,0.0
1216,12,16,0,0,0.0
1217,12,17,0,0,0.0
1218,12,18,0,0,0.0
1219,12,19,0,0,0.0
1220,12,20,0,0,0.0
1221,12,21,0,0,0.0
1222,12,22,0,0,0.0
1223,12,23,0,0,0.0
1405,14,5,0,0,0.0
1406,14,6,0,0,0.0
1410,14,10,0,0,0.0
1411,14,11,0,0,0.0
1414,14,14,0,0,0.0
1415,14,15,0,0,0.0
1416,14,16,0,0,0.0
1417,14,17,0,0,0.0
1419,14,19,0,0,0.0
1420,14,20,0,0,0.0
1421,14,21,0,0,0.0
1425,14,25,0,0,0.0
1426,14,26,0,0,0.0
1429,14,29,0,0,0.0
1430,14,30,0,0,0.0
1431,14,31,0,0,0.0
1501,15,1,0,0,0.0
1504,15,4,0,0,0.0
1505,15,5,0,0,0.0
1506,15,6,0,0,0.0
1508,15,8,0,0,0.0
1509,15,9,0,0,0.0
1510,15,10,0,0,0.0
1511,15,11,0,0,0.0
1512,15,12,0,0,0.0
1513,15,13,0,0,0.0
1514,15,14,0,0,0.0
1515,15,15,0,0,0.0
1516,15,16,0,0,0.0
1519,15,19,0,0,0.0
1601,16,1,0,0,0.0
1602,16,2,0,0,0.0
1604,16,4,0,0,0.0
1606,16,6,0,0,0.0
1607,16,7,0,0,0.0
1611,16,11,0,0,0.0
1613,16,13,0,0,0.0
1617,16,17,0,0,0.0
1618,16,18,0,0,0.0
1619,16,19,0,0,0.0
1622,16,22,0,0,0.0
1623,16,23,0,0,0.0
1632,16,32,0,0,0.0
1635,16,35,0,0,0.0
1706,17,6,0,0,0.0
1707,17,7,0,0,0.0
1712,17,12,0,0,0.0
1714,17,14,0,0,0.0
1716,17,16,0,0,0.0
1725,17,25,0,0,0.0
2004,20,4,0,0,0.0
2015,20,15,0,0,0.0
2017,20,17,0,0,0.0
2020,20,20,0,0,0.0
2203,22,3,0,0,0.0
2204,22,4,0,0,0.0
2205,22,5,0,0,0.0
2206,22,6,0,0,0.0
2207,22,7,0,0,0.0
2209,22,9,0,0,0.0
2210,22,10,0,0,0.0
2211,22,11,0,0,0.0
2212,22,12,0,0,0.0
2213,22,13,0,0,0.0
2214,22,14,0,0,0.0
2215,22,15,0,0,0.0
2216,22,16,0,0,0.0
2217,22,17,0,0,0.0
2218,22,18,0,0,0.0
2219,22,19,0,0,0.0
2220,22,20,0,0,0.0
2222,22,22,0,0,0.0
2224,22,24,0,0,0.0
2225,22,25,0,0,0.0
2407,24,7,0,0,0.0
2410,24,10,0,0,0.0
2416,24,16,0,0,0.0
2439,24,39,0,0,0.0
2501,25,1,0,0,0.0
2502,25,2,0,0,0.0
2504,25,4,0,0,0.0
2505,25,5,0,0,0.0
2507,25,7,0,0,0.0
2508,25,8,0,0,0.0
2509,25,9,0,0,0.0
2511,25,11,0,0,0.0
2512,25,12,0,0,0.0
2513,25,13,0,0,0.0
2514,25,14,0,0,0.0
2515,25,15,0,0,0.0
2517,25,17,0,0,0.0
2519,25,19,0,0,0.0
2522,25,22,0,0,0.0
2523,25,23,0,0,0.0
2524,25,24,0,0,0.0
2525,25,25,0,0,0.0
2526,25,26,0,0,0.0
2527,25,27,0,0,0.0
2528,25,28,0,0,0.0
2530,25,30,0,0,0.0
2532,25,32,0,0,0.0
2819,28,19,0,0,0.0
