ward,precinct,total,No Candidate,No Candidate Percent
2909,29,9,0,0,0.0
3605,36,5,0,0,0.0
3607,36,7,0,0,0.0
3608,36,8,0,0,0.0
3609,36,9,0,0,0.0
3610,36,10,0,0,0.0
3611,36,11,0,0,0.0
3612,36,12,0,0,0.0
3613,36,13,0,0,0.0
3614,36,14,0,0,0.0
3615,36,15,0,0,0.0
3617,36,17,0,0,0.0
3618,36,18,0,0,0.0
3619,36,19,0,0,0.0
3620,36,20,0,0,0.0
3621,36,21,0,0,0.0
3625,36,25,0,0,0.0
3627,36,27,0,0,0.0
3628,36,28,0,0,0.0
3629,36,29,0,0,0.0
3630,36,30,0,0,0.0
3631,36,31,0,0,0.0
3632,36,32,0,0,0.0
3634,36,34,0,0,0.0
3635,36,35,0,0,0.0
3637,36,37,0,0,0.0
3638,36,38,0,0,0.0
3639,36,39,0,0,0.0
3640,36,40,0,0,0.0
3642,36,42,0,0,0.0
3646,36,46,0,0,0.0
3647,36,47,0,0,0.0
3648,36,48,0,0,0.0
3649,36,49,0,0,0.0
3650,36,50,0,0,0.0
3652,36,52,0,0,0.0
3653,36,53,0,0,0.0
3803,38,3,0,0,0.0
3838,38,38,0,0,0.0
4101,41,1,0,0,0.0
4102,41,2,0,0,0.0
4103,41,3,0,0,0.0
4104,41,4,0,0,0.0
4105,41,5,0,0,0.0
4107,41,7,0,0,0.0
4108,41,8,0,0,0.0
4109,41,9,0,0,0.0
4111,41,11,0,0,0.0
4112,41,12,0,0,0.0
4115,41,15,0,0,0.0
4116,41,16,0,0,0.0
4117,41,17,0,0,0.0
4118,41,18,0,0,0.0
4120,41,20,0,0,0.0
4121,41,21,0,0,0.0
4122,41,22,0,0,0.0
4124,41,24,0,0,0.0
4130,41,30,0,0,0.0
4131,41,31,0,0,0.0
4133,41,33,0,0,0.0
4134,41,34,0,0,0.0
4135,41,35,0,0,0.0
4136,41,36,0,0,0.0
4137,41,37,0,0,0.0
4138,41,38,0,0,0.0
4140,41,40,0,0,0.0
4141,41,41,0,0,0.0
4142,41,42,0,0,0.0
4143,41,43,0,0,0.0
4145,41,45,0,0,0.0
4146,41,46,0,0,0.0
4149,41,49,0,0,0.0
4150,41,50,0,0,0.0
4151,41,51,0,0,0.0
4152,41,52,0,0,0.0
4155,41,55,0,0,0.0
4156,41,56,0,0,0.0
