ward,precinct,total,No Candidate,No Candidate Percent
0604,6,4,0,0,0.0
0605,6,5,0,0,0.0
0606,6,6,0,0,0.0
0607,6,7,0,0,0.0
0611,6,11,0,0,0.0
0612,6,12,0,0,0.0
0615,6,15,0,0,0.0
0618,6,18,0,0,0.0
0619,6,19,0,0,0.0
0620,6,20,0,0,0.0
0630,6,30,0,0,0.0
0632,6,32,0,0,0.0
0633,6,33,0,0,0.0
0636,6,36,0,0,0.0
0640,6,40,0,0,0.0
0642,6,42,0,0,0.0
0648,6,48,0,0,0.0
0649,6,49,0,0,0.0
0661,6,61,0,0,0.0
0662,6,62,0,0,0.0
1319,13,19,0,0,0.0
1330,13,30,0,0,0.0
1344,13,44,0,0,0.0
1347,13,47,0,0,0.0
1501,15,1,0,0,0.0
1506,15,6,0,0,0.0
1507,15,7,0,0,0.0
1508,15,8,0,0,0.0
1509,15,9,0,0,0.0
1511,15,11,0,0,0.0
1512,15,12,0,0,0.0
1513,15,13,0,0,0.0
1514,15,14,0,0,0.0
1515,15,15,0,0,0.0
1521,15,21,0,0,0.0
1525,15,25,0,0,0.0
1527,15,27,0,0,0.0
1528,15,28,0,0,0.0
1530,15,30,0,0,0.0
1532,15,32,0,0,0.0
1534,15,34,0,0,0.0
1541,15,41,0,0,0.0
1542,15,42,0,0,0.0
1544,15,44,0,0,0.0
1545,15,45,0,0,0.0
1546,15,46,0,0,0.0
1547,15,47,0,0,0.0
1549,15,49,0,0,0.0
1551,15,51,0,0,0.0
1635,16,35,0,0,0.0
1641,16,41,0,0,0.0
1701,17,1,0,0,0.0
1702,17,2,0,0,0.0
1703,17,3,0,0,0.0
1704,17,4,0,0,0.0
1705,17,5,0,0,0.0
1706,17,6,0,0,0.0
1707,17,7,0,0,0.0
1708,17,8,0,0,0.0
1709,17,9,0,0,0.0
1710,17,10,0,0,0.0
1711,17,11,0,0,0.0
1712,17,12,0,0,0.0
1713,17,13,0,0,0.0
1714,17,14,0,0,0.0
1715,17,15,0,0,0.0
1716,17,16,0,0,0.0
1717,17,17,0,0,0.0
1718,17,18,0,0,0.0
1719,17,19,0,0,0.0
1720,17,20,0,0,0.0
1721,17,21,0,0,0.0
1722,17,22,0,0,0.0
1723,17,23,0,0,0.0
1724,17,24,0,0,0.0
1725,17,25,0,0,0.0
1726,17,26,0,0,0.0
1727,17,27,0,0,0.0
1728,17,28,0,0,0.0
1729,17,29,0,0,0.0
1730,17,30,0,0,0.0
1731,17,31,0,0,0.0
1732,17,32,0,0,0.0
1733,17,33,0,0,0.0
1734,17,34,0,0,0.0
1735,17,35,0,0,0.0
1736,17,36,0,0,0.0
1737,17,37,0,0,0.0
1738,17,38,0,0,0.0
1739,17,39,0,0,0.0
1740,17,40,0,0,0.0
1741,17,41,0,0,0.0
1742,17,42,0,0,0.0
1743,17,43,0,0,0.0
1744,17,44,0,0,0.0
1745,17,45,0,0,0.0
1746,17,46,0,0,0.0
1747,17,47,0,0,0.0
1748,17,48,0,0,0.0
1749,17,49,0,0,0.0
1750,17,50,0,0,0.0
1751,17,51,0,0,0.0
1752,17,52,0,0,0.0
1753,17,53,0,0,0.0
1754,17,54,0,0,0.0
1755,17,55,0,0,0.0
1756,17,56,0,0,0.0
1757,17,57,0,0,0.0
1758,17,58,0,0,0.0
1759,17,59,0,0,0.0
1760,17,60,0,0,0.0
1761,17,61,0,0,0.0
1762,17,62,0,0,0.0
1763,17,63,0,0,0.0
1764,17,64,0,0,0.0
1801,18,1,0,0,0.0
1802,18,2,0,0,0.0
1803,18,3,0,0,0.0
1804,18,4,0,0,0.0
1805,18,5,0,0,0.0
1806,18,6,0,0,0.0
1807,18,7,0,0,0.0
1808,18,8,0,0,0.0
1809,18,9,0,0,0.0
1810,18,10,0,0,0.0
1811,18,11,0,0,0.0
1812,18,12,0,0,0.0
1813,18,13,0,0,0.0
1814,18,14,0,0,0.0
1815,18,15,0,0,0.0
1816,18,16,0,0,0.0
1817,18,17,0,0,0.0
1818,18,18,0,0,0.0
1820,18,20,0,0,0.0
1821,18,21,0,0,0.0
1822,18,22,0,0,0.0
1823,18,23,0,0,0.0
1827,18,27,0,0,0.0
1828,18,28,0,0,0.0
1829,18,29,0,0,0.0
1831,18,31,0,0,0.0
1833,18,33,0,0,0.0
1835,18,35,0,0,0.0
1836,18,36,0,0,0.0
1837,18,37,0,0,0.0
1838,18,38,0,0,0.0
1839,18,39,0,0,0.0
1840,18,40,0,0,0.0
1841,18,41,0,0,0.0
1842,18,42,0,0,0.0
1843,18,43,0,0,0.0
1844,18,44,0,0,0.0
1847,18,47,0,0,0.0
1848,18,48,0,0,0.0
1849,18,49,0,0,0.0
1850,18,50,0,0,0.0
1854,18,54,0,0,0.0
1855,18,55,0,0,0.0
1856,18,56,0,0,0.0
1857,18,57,0,0,0.0
1858,18,58,0,0,0.0
1859,18,59,0,0,0.0
1860,18,60,0,0,0.0
1861,18,61,0,0,0.0
1862,18,62,0,0,0.0
2010,20,10,0,0,0.0
2018,20,18,0,0,0.0
