ward,precinct,total,No Candidate,No Candidate Percent
0910,9,10,0,0,0.0
0920,9,20,0,0,0.0
0921,9,21,0,0,0.0
0927,9,27,0,0,0.0
1913,19,13,0,0,0.0
1920,19,20,0,0,0.0
1927,19,27,0,0,0.0
1928,19,28,0,0,0.0
1931,19,31,0,0,0.0
1940,19,40,0,0,0.0
1942,19,42,0,0,0.0
1943,19,43,0,0,0.0
1948,19,48,0,0,0.0
1949,19,49,0,0,0.0
1950,19,50,0,0,0.0
1960,19,60,0,0,0.0
1963,19,63,0,0,0.0
1964,19,64,0,0,0.0
1966,19,66,0,0,0.0
2101,21,1,0,0,0.0
2103,21,3,0,0,0.0
2104,21,4,0,0,0.0
2105,21,5,0,0,0.0
2106,21,6,0,0,0.0
2107,21,7,0,0,0.0
2108,21,8,0,0,0.0
2109,21,9,0,0,0.0
2110,21,10,0,0,0.0
2111,21,11,0,0,0.0
2112,21,12,0,0,0.0
2113,21,13,0,0,0.0
2114,21,14,0,0,0.0
2117,21,17,0,0,0.0
2118,21,18,0,0,0.0
2119,21,19,0,0,0.0
2120,21,20,0,0,0.0
2121,21,21,0,0,0.0
2122,21,22,0,0,0.0
2124,21,24,0,0,0.0
2127,21,27,0,0,0.0
2128,21,28,0,0,0.0
2131,21,31,0,0,0.0
2133,21,33,0,0,0.0
2138,21,38,0,0,0.0
2140,21,40,0,0,0.0
2142,21,42,0,0,0.0
2144,21,44,0,0,0.0
2145,21,45,0,0,0.0
2147,21,47,0,0,0.0
2149,21,49,0,0,0.0
2150,21,50,0,0,0.0
2151,21,51,0,0,0.0
2153,21,53,0,0,0.0
2154,21,54,0,0,0.0
2156,21,56,0,0,0.0
2158,21,58,0,0,0.0
2159,21,59,0,0,0.0
2160,21,60,0,0,0.0
2161,21,61,0,0,0.0
2163,21,63,0,0,0.0
2166,21,66,0,0,0.0
2168,21,68,0,0,0.0
3401,34,1,0,0,0.0
3407,34,7,0,0,0.0
3408,34,8,0,0,0.0
3412,34,12,0,0,0.0
3413,34,13,0,0,0.0
3419,34,19,0,0,0.0
3421,34,21,0,0,0.0
3425,34,25,0,0,0.0
3429,34,29,0,0,0.0
3432,34,32,0,0,0.0
3433,34,33,0,0,0.0
3434,34,34,0,0,0.0
3444,34,44,0,0,0.0
3445,34,45,0,0,0.0
3446,34,46,0,0,0.0
3447,34,47,0,0,0.0
3448,34,48,0,0,0.0
3449,34,49,0,0,0.0
3451,34,51,0,0,0.0
3455,34,55,0,0,0.0
3456,34,56,0,0,0.0
3457,34,57,0,0,0.0
3458,34,58,0,0,0.0
3461,34,61,0,0,0.0
