ward,precinct,total,No Candidate,No Candidate Percent
0310,3,10,0,0,0.0
0312,3,12,0,0,0.0
0313,3,13,0,0,0.0
0321,3,21,0,0,0.0
0336,3,36,0,0,0.0
0344,3,44,0,0,0.0
0348,3,48,0,0,0.0
0350,3,50,0,0,0.0
0351,3,51,0,0,0.0
0352,3,52,0,0,0.0
0355,3,55,0,0,0.0
1112,11,12,0,0,0.0
1113,11,13,0,0,0.0
1115,11,15,0,0,0.0
1123,11,23,0,0,0.0
1125,11,25,0,0,0.0
1127,11,27,0,0,0.0
1128,11,28,0,0,0.0
1131,11,31,0,0,0.0
1132,11,32,0,0,0.0
1133,11,33,0,0,0.0
1134,11,34,0,0,0.0
1135,11,35,0,0,0.0
1136,11,36,0,0,0.0
1137,11,37,0,0,0.0
1139,11,39,0,0,0.0
1142,11,42,0,0,0.0
1143,11,43,0,0,0.0
1146,11,46,0,0,0.0
1148,11,48,0,0,0.0
1149,11,49,0,0,0.0
1209,12,9,0,0,0.0
1216,12,16,0,0,0.0
1502,15,2,0,0,0.0
1503,15,3,0,0,0.0
1504,15,4,0,0,0.0
1505,15,5,0,0,0.0
1517,15,17,0,0,0.0
1518,15,18,0,0,0.0
1519,15,19,0,0,0.0
1520,15,20,0,0,0.0
1522,15,22,0,0,0.0
1523,15,23,0,0,0.0
1524,15,24,0,0,0.0
1526,15,26,0,0,0.0
1529,15,29,0,0,0.0
1530,15,30,0,0,0.0
1531,15,31,0,0,0.0
1533,15,33,0,0,0.0
1535,15,35,0,0,0.0
1536,15,36,0,0,0.0
1537,15,37,0,0,0.0
1538,15,38,0,0,0.0
1539,15,39,0,0,0.0
1540,15,40,0,0,0.0
1543,15,43,0,0,0.0
1548,15,48,0,0,0.0
1549,15,49,0,0,0.0
1550,15,50,0,0,0.0
1552,15,52,0,0,0.0
1601,16,1,0,0,0.0
1602,16,2,0,0,0.0
1603,16,3,0,0,0.0
1604,16,4,0,0,0.0
1605,16,5,0,0,0.0
1606,16,6,0,0,0.0
1607,16,7,0,0,0.0
1608,16,8,0,0,0.0
1609,16,9,0,0,0.0
1610,16,10,0,0,0.0
1612,16,12,0,0,0.0
1614,16,14,0,0,0.0
1615,16,15,0,0,0.0
1616,16,16,0,0,0.0
1618,16,18,0,0,0.0
1619,16,19,0,0,0.0
1620,16,20,0,0,0.0
1622,16,22,0,0,0.0
1624,16,24,0,0,0.0
1625,16,25,0,0,0.0
1626,16,26,0,0,0.0
1627,16,27,0,0,0.0
1628,16,28,0,0,0.0
1629,16,29,0,0,0.0
1630,16,30,0,0,0.0
1631,16,31,0,0,0.0
1633,16,33,0,0,0.0
1634,16,34,0,0,0.0
1636,16,36,0,0,0.0
1637,16,37,0,0,0.0
1638,16,38,0,0,0.0
1640,16,40,0,0,0.0
1642,16,42,0,0,0.0
1643,16,43,0,0,0.0
1644,16,44,0,0,0.0
1645,16,45,0,0,0.0
1646,16,46,0,0,0.0
1647,16,47,0,0,0.0
1713,17,13,0,0,0.0
1714,17,14,0,0,0.0
2008,20,8,0,0,0.0
2012,20,12,0,0,0.0
2013,20,13,0,0,0.0
2015,20,15,0,0,0.0
2016,20,16,0,0,0.0
2019,20,19,0,0,0.0
2020,20,20,0,0,0.0
2025,20,25,0,0,0.0
2039,20,39,0,0,0.0
2040,20,40,0,0,0.0
2041,20,41,0,0,0.0
2043,20,43,0,0,0.0
2044,20,44,0,0,0.0
2045,20,45,0,0,0.0
2048,20,48,0,0,0.0
2051,20,51,0,0,0.0
2052,20,52,0,0,0.0
2053,20,53,0,0,0.0
2054,20,54,0,0,0.0
2055,20,55,0,0,0.0
