ward,precinct,total,No Candidate,No Candidate Percent
0611,6,11,0,0,0.0
0612,6,12,0,0,0.0
0619,6,19,0,0,0.0
0632,6,32,0,0,0.0
0642,6,42,0,0,0.0
0649,6,49,0,0,0.0
1702,17,2,0,0,0.0
1703,17,3,0,0,0.0
1704,17,4,0,0,0.0
1705,17,5,0,0,0.0
1707,17,7,0,0,0.0
1709,17,9,0,0,0.0
1710,17,10,0,0,0.0
1711,17,11,0,0,0.0
1712,17,12,0,0,0.0
1715,17,15,0,0,0.0
1718,17,18,0,0,0.0
1720,17,20,0,0,0.0
1721,17,21,0,0,0.0
1722,17,22,0,0,0.0
1723,17,23,0,0,0.0
1724,17,24,0,0,0.0
1725,17,25,0,0,0.0
1726,17,26,0,0,0.0
1727,17,27,0,0,0.0
1728,17,28,0,0,0.0
1729,17,29,0,0,0.0
1730,17,30,0,0,0.0
1731,17,31,0,0,0.0
1732,17,32,0,0,0.0
1733,17,33,0,0,0.0
1735,17,35,0,0,0.0
1737,17,37,0,0,0.0
1738,17,38,0,0,0.0
1740,17,40,0,0,0.0
1744,17,44,0,0,0.0
1747,17,47,0,0,0.0
1748,17,48,0,0,0.0
1750,17,50,0,0,0.0
1751,17,51,0,0,0.0
1752,17,52,0,0,0.0
1753,17,53,0,0,0.0
1754,17,54,0,0,0.0
1755,17,55,0,0,0.0
1756,17,56,0,0,0.0
1757,17,57,0,0,0.0
1761,17,61,0,0,0.0
1803,18,3,0,0,0.0
1804,18,4,0,0,0.0
1806,18,6,0,0,0.0
1807,18,7,0,0,0.0
1808,18,8,0,0,0.0
1809,18,9,0,0,0.0
1810,18,10,0,0,0.0
1812,18,12,0,0,0.0
1813,18,13,0,0,0.0
1814,18,14,0,0,0.0
1816,18,16,0,0,0.0
1818,18,18,0,0,0.0
1820,18,20,0,0,0.0
1822,18,22,0,0,0.0
1828,18,28,0,0,0.0
1835,18,35,0,0,0.0
1836,18,36,0,0,0.0
1837,18,37,0,0,0.0
1838,18,38,0,0,0.0
1840,18,40,0,0,0.0
1841,18,41,0,0,0.0
1848,18,48,0,0,0.0
1854,18,54,0,0,0.0
1855,18,55,0,0,0.0
1860,18,60,0,0,0.0
1861,18,61,0,0,0.0
2102,21,2,0,0,0.0
2116,21,16,0,0,0.0
2117,21,17,0,0,0.0
2130,21,30,0,0,0.0
2132,21,32,0,0,0.0
2134,21,34,0,0,0.0
2137,21,37,0,0,0.0
2139,21,39,0,0,0.0
2141,21,41,0,0,0.0
2152,21,52,0,0,0.0
2162,21,62,0,0,0.0
2164,21,64,0,0,0.0
2165,21,65,0,0,0.0
2167,21,67,0,0,0.0
2169,21,69,0,0,0.0
2170,21,70,0,0,0.0
2171,21,71,0,0,0.0
2172,21,72,0,0,0.0
2174,21,74,0,0,0.0
