ward,precinct,total,No Candidate,No Candidate Percent
0504,5,4,0,0,0.0
0512,5,12,0,0,0.0
0520,5,20,0,0,0.0
0550,5,50,0,0,0.0
0601,6,1,0,0,0.0
0602,6,2,0,0,0.0
0603,6,3,0,0,0.0
0608,6,8,0,0,0.0
0609,6,9,0,0,0.0
0610,6,10,0,0,0.0
0613,6,13,0,0,0.0
0614,6,14,0,0,0.0
0616,6,16,0,0,0.0
0617,6,17,0,0,0.0
0621,6,21,0,0,0.0
0622,6,22,0,0,0.0
0623,6,23,0,0,0.0
0624,6,24,0,0,0.0
0625,6,25,0,0,0.0
0626,6,26,0,0,0.0
0627,6,27,0,0,0.0
0628,6,28,0,0,0.0
0629,6,29,0,0,0.0
0631,6,31,0,0,0.0
0634,6,34,0,0,0.0
0635,6,35,0,0,0.0
0637,6,37,0,0,0.0
0638,6,38,0,0,0.0
0639,6,39,0,0,0.0
0641,6,41,0,0,0.0
0643,6,43,0,0,0.0
0644,6,44,0,0,0.0
0645,6,45,0,0,0.0
0646,6,46,0,0,0.0
0647,6,47,0,0,0.0
0650,6,50,0,0,0.0
0651,6,51,0,0,0.0
0652,6,52,0,0,0.0
0653,6,53,0,0,0.0
0654,6,54,0,0,0.0
0655,6,55,0,0,0.0
0656,6,56,0,0,0.0
0657,6,57,0,0,0.0
0658,6,58,0,0,0.0
0659,6,59,0,0,0.0
0660,6,60,0,0,0.0
0662,6,62,0,0,0.0
0663,6,63,0,0,0.0
0664,6,64,0,0,0.0
0701,7,1,0,0,0.0
0702,7,2,0,0,0.0
0704,7,4,0,0,0.0
0705,7,5,0,0,0.0
0706,7,6,0,0,0.0
0707,7,7,0,0,0.0
0712,7,12,0,0,0.0
0713,7,13,0,0,0.0
0719,7,19,0,0,0.0
0721,7,21,0,0,0.0
0724,7,24,0,0,0.0
0725,7,25,0,0,0.0
0726,7,26,0,0,0.0
0727,7,27,0,0,0.0
0729,7,29,0,0,0.0
0730,7,30,0,0,0.0
0731,7,31,0,0,0.0
0733,7,33,0,0,0.0
0734,7,34,0,0,0.0
0736,7,36,0,0,0.0
0737,7,37,0,0,0.0
0738,7,38,0,0,0.0
0741,7,41,0,0,0.0
0742,7,42,0,0,0.0
0743,7,43,0,0,0.0
0746,7,46,0,0,0.0
0747,7,47,0,0,0.0
0749,7,49,0,0,0.0
0750,7,50,0,0,0.0
0751,7,51,0,0,0.0
0752,7,52,0,0,0.0
0753,7,53,0,0,0.0
0755,7,55,0,0,0.0
0757,7,57,0,0,0.0
0758,7,58,0,0,0.0
0759,7,59,0,0,0.0
0760,7,60,0,0,0.0
0761,7,61,0,0,0.0
0762,7,62,0,0,0.0
0801,8,1,0,0,0.0
0802,8,2,0,0,0.0
0803,8,3,0,0,0.0
0804,8,4,0,0,0.0
0805,8,5,0,0,0.0
0806,8,6,0,0,0.0
0807,8,7,0,0,0.0
0808,8,8,0,0,0.0
0809,8,9,0,0,0.0
0810,8,10,0,0,0.0
0811,8,11,0,0,0.0
0812,8,12,0,0,0.0
0813,8,13,0,0,0.0
0814,8,14,0,0,0.0
0815,8,15,0,0,0.0
0816,8,16,0,0,0.0
0817,8,17,0,0,0.0
0818,8,18,0,0,0.0
0819,8,19,0,0,0.0
0820,8,20,0,0,0.0
0821,8,21,0,0,0.0
0822,8,22,0,0,0.0
0823,8,23,0,0,0.0
0824,8,24,0,0,0.0
0825,8,25,0,0,0.0
0826,8,26,0,0,0.0
0827,8,27,0,0,0.0
0828,8,28,0,0,0.0
0829,8,29,0,0,0.0
0830,8,30,0,0,0.0
0831,8,31,0,0,0.0
0832,8,32,0,0,0.0
0833,8,33,0,0,0.0
0834,8,34,0,0,0.0
0835,8,35,0,0,0.0
0836,8,36,0,0,0.0
0837,8,37,0,0,0.0
0838,8,38,0,0,0.0
0839,8,39,0,0,0.0
0840,8,40,0,0,0.0
0841,8,41,0,0,0.0
0842,8,42,0,0,0.0
0843,8,43,0,0,0.0
0844,8,44,0,0,0.0
0845,8,45,0,0,0.0
0846,8,46,0,0,0.0
0847,8,47,0,0,0.0
0848,8,48,0,0,0.0
0849,8,49,0,0,0.0
0850,8,50,0,0,0.0
0851,8,51,0,0,0.0
0852,8,52,0,0,0.0
0853,8,53,0,0,0.0
0854,8,54,0,0,0.0
0855,8,55,0,0,0.0
0856,8,56,0,0,0.0
0857,8,57,0,0,0.0
0858,8,58,0,0,0.0
0859,8,59,0,0,0.0
0860,8,60,0,0,0.0
0861,8,61,0,0,0.0
0862,8,62,0,0,0.0
0863,8,63,0,0,0.0
0864,8,64,0,0,0.0
0865,8,65,0,0,0.0
0866,8,66,0,0,0.0
