ward,precinct,total,No Candidate,No Candidate Percent
1103,11,3,0,0,0.0
1202,12,2,0,0,0.0
1203,12,3,0,0,0.0
1204,12,4,0,0,0.0
1205,12,5,0,0,0.0
1206,12,6,0,0,0.0
1208,12,8,0,0,0.0
1209,12,9,0,0,0.0
1210,12,10,0,0,0.0
1211,12,11,0,0,0.0
1212,12,12,0,0,0.0
1213,12,13,0,0,0.0
1217,12,17,0,0,0.0
1219,12,19,0,0,0.0
1220,12,20,0,0,0.0
1221,12,21,0,0,0.0
1223,12,23,0,0,0.0
1224,12,24,0,0,0.0
1225,12,25,0,0,0.0
1226,12,26,0,0,0.0
1227,12,27,0,0,0.0
1228,12,28,0,0,0.0
1229,12,29,0,0,0.0
1407,14,7,0,0,0.0
1408,14,8,0,0,0.0
1410,14,10,0,0,0.0
1412,14,12,0,0,0.0
1414,14,14,0,0,0.0
1416,14,16,0,0,0.0
1417,14,17,0,0,0.0
1418,14,18,0,0,0.0
1419,14,19,0,0,0.0
1420,14,20,0,0,0.0
1421,14,21,0,0,0.0
1422,14,22,0,0,0.0
1423,14,23,0,0,0.0
1426,14,26,0,0,0.0
1429,14,29,0,0,0.0
1430,14,30,0,0,0.0
1431,14,31,0,0,0.0
1433,14,33,0,0,0.0
1434,14,34,0,0,0.0
1436,14,36,0,0,0.0
1437,14,37,0,0,0.0
1611,16,11,0,0,0.0
1613,16,13,0,0,0.0
1621,16,21,0,0,0.0
1623,16,23,0,0,0.0
1632,16,32,0,0,0.0
1642,16,42,0,0,0.0
1647,16,47,0,0,0.0
2004,20,4,0,0,0.0
2021,20,21,0,0,0.0
2208,22,8,0,0,0.0
2209,22,9,0,0,0.0
2211,22,11,0,0,0.0
2215,22,15,0,0,0.0
2222,22,22,0,0,0.0
2228,22,28,0,0,0.0
