ward,precinct,total,No Candidate,No Candidate Percent
0512,5,12,0,0,0.0
0550,5,50,0,0,0.0
0601,6,1,0,0,0.0
0602,6,2,0,0,0.0
0603,6,3,0,0,0.0
0604,6,4,0,0,0.0
0605,6,5,0,0,0.0
0606,6,6,0,0,0.0
0608,6,8,0,0,0.0
0609,6,9,0,0,0.0
0610,6,10,0,0,0.0
0611,6,11,0,0,0.0
0612,6,12,0,0,0.0
0613,6,13,0,0,0.0
0614,6,14,0,0,0.0
0616,6,16,0,0,0.0
0617,6,17,0,0,0.0
0619,6,19,0,0,0.0
0621,6,21,0,0,0.0
0622,6,22,0,0,0.0
0623,6,23,0,0,0.0
0624,6,24,0,0,0.0
0625,6,25,0,0,0.0
0626,6,26,0,0,0.0
0627,6,27,0,0,0.0
0628,6,28,0,0,0.0
0629,6,29,0,0,0.0
0631,6,31,0,0,0.0
0634,6,34,0,0,0.0
0635,6,35,0,0,0.0
0636,6,36,0,0,0.0
0637,6,37,0,0,0.0
0638,6,38,0,0,0.0
0639,6,39,0,0,0.0
0640,6,40,0,0,0.0
0641,6,41,0,0,0.0
0642,6,42,0,0,0.0
0643,6,43,0,0,0.0
0644,6,44,0,0,0.0
0645,6,45,0,0,0.0
0646,6,46,0,0,0.0
0647,6,47,0,0,0.0
0649,6,49,0,0,0.0
0650,6,50,0,0,0.0
0651,6,51,0,0,0.0
0652,6,52,0,0,0.0
0653,6,53,0,0,0.0
0654,6,54,0,0,0.0
0655,6,55,0,0,0.0
0656,6,56,0,0,0.0
0657,6,57,0,0,0.0
0658,6,58,0,0,0.0
0659,6,59,0,0,0.0
0660,6,60,0,0,0.0
0662,6,62,0,0,0.0
0663,6,63,0,0,0.0
0664,6,64,0,0,0.0
0701,7,1,0,0,0.0
0702,7,2,0,0,0.0
0703,7,3,0,0,0.0
0704,7,4,0,0,0.0
0705,7,5,0,0,0.0
0706,7,6,0,0,0.0
0707,7,7,0,0,0.0
0708,7,8,0,0,0.0
0710,7,10,0,0,0.0
0712,7,12,0,0,0.0
0713,7,13,0,0,0.0
0714,7,14,0,0,0.0
0715,7,15,0,0,0.0
0716,7,16,0,0,0.0
0717,7,17,0,0,0.0
0718,7,18,0,0,0.0
0719,7,19,0,0,0.0
0720,7,20,0,0,0.0
0721,7,21,0,0,0.0
0722,7,22,0,0,0.0
0723,7,23,0,0,0.0
0724,7,24,0,0,0.0
0725,7,25,0,0,0.0
0726,7,26,0,0,0.0
0727,7,27,0,0,0.0
0728,7,28,0,0,0.0
0729,7,29,0,0,0.0
0730,7,30,0,0,0.0
0731,7,31,0,0,0.0
0732,7,32,0,0,0.0
0733,7,33,0,0,0.0
0734,7,34,0,0,0.0
0736,7,36,0,0,0.0
0737,7,37,0,0,0.0
0738,7,38,0,0,0.0
0739,7,39,0,0,0.0
0741,7,41,0,0,0.0
0742,7,42,0,0,0.0
0743,7,43,0,0,0.0
0746,7,46,0,0,0.0
0747,7,47,0,0,0.0
0748,7,48,0,0,0.0
0749,7,49,0,0,0.0
0751,7,51,0,0,0.0
0752,7,52,0,0,0.0
0753,7,53,0,0,0.0
0754,7,54,0,0,0.0
0755,7,55,0,0,0.0
0756,7,56,0,0,0.0
0757,7,57,0,0,0.0
0758,7,58,0,0,0.0
0759,7,59,0,0,0.0
0760,7,60,0,0,0.0
0761,7,61,0,0,0.0
0762,7,62,0,0,0.0
0763,7,63,0,0,0.0
0765,7,65,0,0,0.0
0801,8,1,0,0,0.0
0802,8,2,0,0,0.0
0803,8,3,0,0,0.0
0804,8,4,0,0,0.0
0805,8,5,0,0,0.0
0806,8,6,0,0,0.0
0807,8,7,0,0,0.0
0808,8,8,0,0,0.0
0809,8,9,0,0,0.0
0810,8,10,0,0,0.0
0811,8,11,0,0,0.0
0812,8,12,0,0,0.0
0813,8,13,0,0,0.0
0814,8,14,0,0,0.0
0815,8,15,0,0,0.0
0816,8,16,0,0,0.0
0817,8,17,0,0,0.0
0818,8,18,0,0,0.0
0819,8,19,0,0,0.0
0820,8,20,0,0,0.0
0821,8,21,0,0,0.0
0822,8,22,0,0,0.0
0823,8,23,0,0,0.0
0824,8,24,0,0,0.0
0825,8,25,0,0,0.0
0826,8,26,0,0,0.0
0827,8,27,0,0,0.0
0828,8,28,0,0,0.0
0829,8,29,0,0,0.0
0830,8,30,0,0,0.0
0831,8,31,0,0,0.0
0832,8,32,0,0,0.0
0833,8,33,0,0,0.0
0834,8,34,0,0,0.0
0835,8,35,0,0,0.0
0836,8,36,0,0,0.0
0837,8,37,0,0,0.0
0838,8,38,0,0,0.0
0839,8,39,0,0,0.0
0840,8,40,0,0,0.0
0841,8,41,0,0,0.0
0842,8,42,0,0,0.0
0843,8,43,0,0,0.0
0844,8,44,0,0,0.0
0845,8,45,0,0,0.0
0846,8,46,0,0,0.0
0847,8,47,0,0,0.0
0848,8,48,0,0,0.0
0849,8,49,0,0,0.0
0850,8,50,0,0,0.0
0851,8,51,0,0,0.0
0852,8,52,0,0,0.0
0853,8,53,0,0,0.0
0854,8,54,0,0,0.0
0855,8,55,0,0,0.0
0856,8,56,0,0,0.0
0858,8,58,0,0,0.0
0859,8,59,0,0,0.0
0860,8,60,0,0,0.0
0861,8,61,0,0,0.0
0862,8,62,0,0,0.0
0863,8,63,0,0,0.0
0864,8,64,0,0,0.0
0865,8,65,0,0,0.0
0866,8,66,0,0,0.0
0867,8,67,0,0,0.0
0868,8,68,0,0,0.0
0869,8,69,0,0,0.0
0913,9,13,0,0,0.0
0935,9,35,0,0,0.0
0952,9,52,0,0,0.0
0954,9,54,0,0,0.0
0956,9,56,0,0,0.0
0958,9,58,0,0,0.0
1001,10,1,0,0,0.0
1002,10,2,0,0,0.0
1003,10,3,0,0,0.0
1004,10,4,0,0,0.0
1005,10,5,0,0,0.0
1006,10,6,0,0,0.0
1007,10,7,0,0,0.0
1008,10,8,0,0,0.0
1009,10,9,0,0,0.0
1010,10,10,0,0,0.0
1011,10,11,0,0,0.0
1012,10,12,0,0,0.0
1013,10,13,0,0,0.0
1014,10,14,0,0,0.0
1015,10,15,0,0,0.0
1016,10,16,0,0,0.0
1017,10,17,0,0,0.0
1018,10,18,0,0,0.0
1019,10,19,0,0,0.0
1020,10,20,0,0,0.0
1021,10,21,0,0,0.0
1022,10,22,0,0,0.0
1023,10,23,0,0,0.0
1024,10,24,0,0,0.0
1025,10,25,0,0,0.0
1026,10,26,0,0,0.0
1027,10,27,0,0,0.0
1028,10,28,0,0,0.0
1029,10,29,0,0,0.0
1030,10,30,0,0,0.0
1031,10,31,0,0,0.0
1032,10,32,0,0,0.0
1033,10,33,0,0,0.0
1034,10,34,0,0,0.0
1035,10,35,0,0,0.0
1036,10,36,0,0,0.0
1037,10,37,0,0,0.0
1038,10,38,0,0,0.0
1039,10,39,0,0,0.0
1040,10,40,0,0,0.0
1041,10,41,0,0,0.0
1042,10,42,0,0,0.0
1043,10,43,0,0,0.0
1044,10,44,0,0,0.0
1045,10,45,0,0,0.0
1046,10,46,0,0,0.0
1047,10,47,0,0,0.0
1048,10,48,0,0,0.0
1049,10,49,0,0,0.0
1702,17,2,0,0,0.0
1703,17,3,0,0,0.0
1704,17,4,0,0,0.0
1705,17,5,0,0,0.0
1707,17,7,0,0,0.0
1709,17,9,0,0,0.0
1710,17,10,0,0,0.0
1712,17,12,0,0,0.0
1715,17,15,0,0,0.0
1718,17,18,0,0,0.0
1720,17,20,0,0,0.0
1721,17,21,0,0,0.0
1722,17,22,0,0,0.0
1723,17,23,0,0,0.0
1724,17,24,0,0,0.0
1725,17,25,0,0,0.0
1726,17,26,0,0,0.0
1727,17,27,0,0,0.0
1728,17,28,0,0,0.0
1729,17,29,0,0,0.0
1730,17,30,0,0,0.0
1731,17,31,0,0,0.0
1733,17,33,0,0,0.0
1735,17,35,0,0,0.0
1737,17,37,0,0,0.0
1738,17,38,0,0,0.0
1744,17,44,0,0,0.0
1747,17,47,0,0,0.0
1748,17,48,0,0,0.0
1750,17,50,0,0,0.0
1751,17,51,0,0,0.0
1752,17,52,0,0,0.0
1753,17,53,0,0,0.0
1754,17,54,0,0,0.0
1755,17,55,0,0,0.0
1820,18,20,0,0,0.0
1830,18,30,0,0,0.0
1838,18,38,0,0,0.0
1851,18,51,0,0,0.0
1852,18,52,0,0,0.0
1853,18,53,0,0,0.0
1860,18,60,0,0,0.0
1861,18,61,0,0,0.0
1863,18,63,0,0,0.0
2102,21,2,0,0,0.0
2115,21,15,0,0,0.0
2116,21,16,0,0,0.0
2117,21,17,0,0,0.0
2129,21,29,0,0,0.0
2132,21,32,0,0,0.0
2134,21,34,0,0,0.0
2135,21,35,0,0,0.0
2136,21,36,0,0,0.0
2137,21,37,0,0,0.0
2139,21,39,0,0,0.0
2141,21,41,0,0,0.0
2152,21,52,0,0,0.0
2157,21,57,0,0,0.0
2162,21,62,0,0,0.0
2165,21,65,0,0,0.0
2167,21,67,0,0,0.0
2168,21,68,0,0,0.0
2169,21,69,0,0,0.0
2170,21,70,0,0,0.0
2171,21,71,0,0,0.0
2172,21,72,0,0,0.0
2173,21,73,0,0,0.0
2174,21,74,0,0,0.0
2175,21,75,0,0,0.0
2176,21,76,0,0,0.0
